id,order_id,order_date,region,state,city,category,product,brand,customer_name,quantity,sales_amount,cost_amount,profit,payment_mode
208,ORD0005808,2026-06-12,West,Maharashtra,Hyderabad,"Office Devices","Power Bank",Apple,Customer_2568,1,73049,64516,3403,Card
209,ORD0005809,2026-04-09,East,Maharashtra,Bangalore,"Home Appliances",Printer,HP,Customer_41259,2,90429,50294,-15148,UPI
210,ORD0005810,2026-05-05,South,Karnataka,Hyderabad,"Office Devices",Earbuds,Apple,Customer_20504,5,60466,56248,46368,UPI
211,ORD0005811,2026-01-04,North,Karnataka,Pune,Electronics,Printer,Sony,Customer_13700,3,77008,17534,-3542,UPI
212,ORD0005812,2026-02-03,East,Karnataka,"New Delhi","Home Appliances",Laptop,Apple,Customer_39398,3,85287,61348,-7061,Card
213,ORD0005813,2026-03-06,South,Telangana,Mumbai,Electronics,"Power Bank",Sony,Customer_13488,4,82979,61696,28564,UPI
214,ORD0005814,2026-06-21,East,Karnataka,"New Delhi",Accessories,Laptop,HP,Customer_20751,3,24397,68689,-21957,Card
215,ORD0005815,2026-02-26,North,Karnataka,Warangal,"Office Devices",Printer,Samsung,Customer_26440,3,58983,26534,-10252,Cash
216,ORD0005816,2026-05-15,North,Delhi,Mumbai,"Home Appliances",Mobile,HP,Customer_8518,1,27029,19795,-10546,UPI
217,ORD0005817,2026-04-28,East,Karnataka,Mumbai,"Home Appliances","Smart TV",Apple,Customer_28685,2,69652,32890,40302,Card
218,ORD0005818,2026-01-13,North,Telangana,"New Delhi",Electronics,AC,Apple,Customer_49118,2,20018,64964,-971,Cash
219,ORD0005819,2026-04-05,North,Telangana,"New Delhi",Electronics,Mobile,HP,Customer_29966,1,21891,52512,-14593,UPI
220,ORD0005820,2026-06-25,North,Delhi,Mumbai,"Home Appliances",AC,Samsung,Customer_23210,1,88125,21678,-35372,Card
221,ORD0005821,2026-05-30,South,Maharashtra,Bangalore,"Home Appliances",Printer,HP,Customer_27880,5,82809,30049,32412,Cash
222,ORD0005822,2026-05-30,South,Telangana,Bangalore,Electronics,Mobile,Apple,Customer_40400,4,43499,29282,-20127,Cash
223,ORD0005823,2026-04-26,West,Maharashtra,Warangal,"Office Devices",Mobile,Samsung,Customer_7774,4,58223,16344,39727,Card
224,ORD0005824,2026-06-28,South,Delhi,Bangalore,Electronics,Earbuds,Apple,Customer_32870,1,54814,70888,-24740,UPI
225,ORD0005825,2026-06-20,North,Karnataka,Bangalore,"Home Appliances",AC,Sony,Customer_43350,3,29953,74211,-788,Card
226,ORD0005826,2026-01-30,South,Maharashtra,Warangal,Electronics,Tablet,Sony,Customer_10190,3,30700,16301,33329,Cash
227,ORD0005827,2026-05-15,South,Delhi,"New Delhi",Electronics,Printer,Sony,Customer_32586,5,47784,24301,51598,UPI
228,ORD0005828,2026-03-18,West,Telangana,Hyderabad,"Office Devices",Earbuds,HP,Customer_4661,4,65088,45722,25896,Card
229,ORD0005829,2026-05-24,West,Delhi,Pune,"Office Devices",Printer,Samsung,Customer_483,2,41192,47891,75500,Card
230,ORD0005830,2026-05-09,East,Delhi,Mumbai,Electronics,AC,Samsung,Customer_7057,3,56195,47201,29861,Cash
231,ORD0005831,2026-04-11,North,Karnataka,Warangal,Electronics,"Power Bank",Apple,Customer_25004,2,74740,57633,22895,Card
232,ORD0005832,2026-04-19,South,Telangana,Warangal,Electronics,"Power Bank",Samsung,Customer_26418,4,55191,38068,1618,Card
233,ORD0005833,2026-06-08,East,Delhi,Hyderabad,Electronics,Printer,Sony,Customer_15932,2,43838,59253,23122,Card
234,ORD0005834,2026-05-12,North,Telangana,Bangalore,"Home Appliances",AC,HP,Customer_2361,3,49631,35682,52332,Cash
235,ORD0005835,2026-03-17,South,Delhi,Bangalore,"Office Devices",Mobile,HP,Customer_34949,3,65432,29435,-1527,Card
236,ORD0005836,2026-04-09,West,Karnataka,Mumbai,"Office Devices",Laptop,Samsung,Customer_14120,1,35394,71303,-31308,Card
237,ORD0005837,2026-06-22,North,Karnataka,Mumbai,"Office Devices",Printer,Sony,Customer_40665,3,88449,69044,21021,Cash
238,ORD0005838,2026-04-10,North,Maharashtra,Hyderabad,Electronics,Printer,HP,Customer_34381,3,51024,43115,-10161,UPI
239,ORD0005839,2026-01-24,East,Telangana,"New Delhi","Home Appliances",AC,HP,Customer_31168,1,55211,15872,22121,Cash
240,ORD0005840,2026-04-01,West,Telangana,Hyderabad,"Office Devices",Laptop,Apple,Customer_41934,1,89543,21915,52706,Card
241,ORD0005841,2026-03-11,South,Delhi,Warangal,"Home Appliances",Laptop,Sony,Customer_9232,2,52773,67211,-45194,Card
242,ORD0005842,2026-01-28,East,Delhi,Warangal,"Office Devices","Power Bank",Sony,Customer_22483,3,21305,54742,6382,UPI
243,ORD0005843,2026-02-17,East,Telangana,Warangal,Electronics,"Smart TV",Samsung,Customer_34983,2,83072,63574,538,UPI
244,ORD0005844,2026-03-17,North,Telangana,Bangalore,"Home Appliances",AC,HP,Customer_48079,1,80364,38351,44946,Cash
245,ORD0005845,2026-01-24,South,Karnataka,Bangalore,Electronics,AC,Apple,Customer_18977,2,98142,27878,12203,UPI
246,ORD0005846,2026-03-15,North,Telangana,"New Delhi",Electronics,Earbuds,HP,Customer_27616,4,96087,50439,-30681,Card
247,ORD0005847,2026-04-03,West,Karnataka,Pune,Electronics,Tablet,Apple,Customer_23486,1,73453,32665,15118,UPI
248,ORD0005848,2026-06-28,North,Delhi,"New Delhi","Home Appliances",AC,Samsung,Customer_36404,2,88270,53658,35463,UPI
249,ORD0005849,2026-02-25,East,Maharashtra,Hyderabad,Accessories,Mobile,HP,Customer_37484,4,52888,66565,-34342,Card
250,ORD0005850,2026-03-03,South,Delhi,Mumbai,"Office Devices",Tablet,Sony,Customer_16800,1,44285,34852,20957,Card
251,ORD0005851,2026-05-26,East,Delhi,Pune,Accessories,Printer,Apple,Customer_42642,1,36037,47815,14144,UPI
252,ORD0005852,2026-04-11,West,Karnataka,Warangal,Accessories,Tablet,Apple,Customer_19056,1,79067,24758,22667,UPI
253,ORD0005853,2026-01-18,North,Karnataka,Pune,Electronics,Tablet,Samsung,Customer_26925,5,96214,16348,13088,Cash
254,ORD0005854,2026-05-03,West,Telangana,Pune,Accessories,"Power Bank",Sony,Customer_3554,5,76136,48572,13350,UPI
255,ORD0005855,2026-06-05,East,Karnataka,Pune,Accessories,Printer,Sony,Customer_22589,5,93001,15110,5569,UPI
256,ORD0005856,2026-05-04,West,Delhi,Mumbai,"Office Devices","Smart TV",Apple,Customer_36180,3,65221,26081,-11836,Cash
257,ORD0005857,2026-03-20,North,Telangana,"New Delhi","Home Appliances",Laptop,Apple,Customer_22387,5,53645,29672,77603,Card
258,ORD0005858,2026-01-28,North,Karnataka,Bangalore,"Home Appliances",Laptop,Samsung,Customer_1906,5,60463,60411,22519,Card
259,ORD0005859,2026-03-14,North,Telangana,Warangal,Accessories,Tablet,Apple,Customer_2965,4,70291,66556,9374,Cash
260,ORD0005860,2026-02-20,East,Telangana,Bangalore,Electronics,Printer,Sony,Customer_8638,1,62462,52466,829,Cash
261,ORD0005861,2026-01-23,West,Karnataka,Pune,"Office Devices",Laptop,Samsung,Customer_4562,1,94411,46703,32773,UPI
262,ORD0005862,2026-01-04,West,Karnataka,"New Delhi","Home Appliances",Mobile,Apple,Customer_19775,5,61504,61251,18225,UPI
263,ORD0005863,2026-03-17,South,Karnataka,Pune,"Home Appliances",Tablet,Sony,Customer_6908,2,78627,73549,30920,Card
264,ORD0005864,2026-02-15,South,Karnataka,"New Delhi","Office Devices",AC,HP,Customer_46517,1,64183,48327,-41512,Cash
265,ORD0005865,2026-05-21,East,Karnataka,Bangalore,"Office Devices",Earbuds,HP,Customer_40598,3,87268,65293,8800,Cash
266,ORD0005866,2026-02-04,West,Telangana,Hyderabad,Electronics,AC,Sony,Customer_49866,3,20209,27980,-32310,Card
267,ORD0005867,2026-05-14,West,Maharashtra,Hyderabad,Electronics,Earbuds,Apple,Customer_20001,5,27028,66990,-34206,Card
268,ORD0005868,2026-03-07,North,Telangana,Bangalore,"Office Devices",Mobile,HP,Customer_9082,2,71582,45604,21290,UPI
269,ORD0005869,2026-06-04,West,Karnataka,Warangal,Accessories,"Smart TV",Apple,Customer_41750,1,78453,45715,16267,Card
270,ORD0005870,2026-01-25,North,Delhi,Hyderabad,"Office Devices",Tablet,Sony,Customer_43800,2,43107,32645,45068,UPI
271,ORD0005871,2026-06-23,South,Telangana,Warangal,Electronics,Printer,Sony,Customer_29260,3,84282,43928,-28240,UPI
272,ORD0005872,2026-02-04,West,Maharashtra,Hyderabad,"Office Devices",Laptop,HP,Customer_41844,2,48317,54062,19666,Card
273,ORD0005873,2026-03-12,West,Karnataka,Bangalore,"Office Devices",AC,Apple,Customer_12823,3,92599,70881,27099,Card
274,ORD0005874,2026-02-21,West,Maharashtra,Warangal,"Home Appliances",Laptop,Sony,Customer_39119,3,32428,31515,34299,UPI
275,ORD0005875,2026-02-24,East,Telangana,"New Delhi","Office Devices",AC,Apple,Customer_29402,4,32829,41826,39503,UPI
276,ORD0005876,2026-01-30,South,Telangana,Pune,"Home Appliances",Laptop,Samsung,Customer_21438,2,22517,37001,28424,UPI
277,ORD0005877,2026-01-01,West,Maharashtra,Bangalore,Accessories,"Smart TV",Sony,Customer_34932,1,35567,62919,-1325,Cash
278,ORD0005878,2026-02-03,East,Maharashtra,Warangal,"Home Appliances",Printer,HP,Customer_2791,2,23924,45919,3280,UPI
279,ORD0005879,2026-05-22,East,Maharashtra,Bangalore,"Office Devices","Smart TV",Sony,Customer_43578,4,25924,24421,29410,Cash
280,ORD0005880,2026-01-22,West,Telangana,Bangalore,"Office Devices",AC,Apple,Customer_15458,2,92721,41591,37216,Cash
281,ORD0005881,2026-02-05,West,Maharashtra,Mumbai,"Office Devices","Smart TV",Samsung,Customer_10349,1,45012,15185,-11495,Card
282,ORD0005882,2026-01-29,East,Maharashtra,Pune,Accessories,Earbuds,Sony,Customer_24071,5,48320,68463,18872,Cash
283,ORD0005883,2026-04-10,East,Delhi,Mumbai,"Home Appliances",AC,HP,Customer_8852,1,47241,25776,24502,Card
284,ORD0005884,2026-03-16,North,Telangana,Bangalore,"Office Devices","Smart TV",HP,Customer_37455,5,30996,18383,63837,Cash
285,ORD0005885,2026-06-10,West,Karnataka,"New Delhi",Electronics,"Power Bank",Samsung,Customer_27071,4,42856,19953,17617,UPI
286,ORD0005886,2026-03-02,West,Maharashtra,Hyderabad,Electronics,Printer,Samsung,Customer_49480,3,69375,47062,40730,Cash
287,ORD0005887,2026-04-29,South,Delhi,Bangalore,"Home Appliances",Earbuds,Sony,Customer_19143,3,91125,28364,6870,Card
288,ORD0005888,2026-05-09,South,Karnataka,Hyderabad,"Office Devices",Printer,HP,Customer_24375,4,35642,61968,13870,Card
289,ORD0005889,2026-03-21,East,Delhi,Mumbai,"Office Devices",Printer,Sony,Customer_14174,1,77611,30499,-37368,Cash
290,ORD0005890,2026-03-16,South,Delhi,"New Delhi","Home Appliances",Printer,Samsung,Customer_37206,2,64472,57393,61868,Card
291,ORD0005891,2026-04-09,North,Maharashtra,Mumbai,"Home Appliances",Printer,Apple,Customer_48186,4,32269,71407,1316,Cash
292,ORD0005892,2026-05-24,North,Maharashtra,Bangalore,Accessories,"Power Bank",Sony,Customer_28914,3,40946,45668,47554,Cash
293,ORD0005893,2026-03-20,North,Karnataka,Hyderabad,Accessories,"Power Bank",Apple,Customer_9135,5,63530,30919,20030,Cash
294,ORD0005894,2026-03-21,North,Karnataka,Mumbai,Electronics,AC,Apple,Customer_30192,4,83917,64712,50058,UPI
295,ORD0005895,2026-01-31,East,Telangana,Mumbai,"Office Devices","Power Bank",Samsung,Customer_14381,3,24402,46463,-1122,Cash
296,ORD0005896,2026-05-23,North,Maharashtra,Hyderabad,"Home Appliances",AC,Samsung,Customer_30984,4,83653,62130,27480,Cash
297,ORD0005897,2026-04-01,South,Karnataka,"New Delhi",Accessories,AC,Samsung,Customer_15467,2,37051,37859,15153,Cash
298,ORD0005898,2026-01-16,South,Delhi,Pune,"Office Devices","Smart TV",HP,Customer_39575,1,63186,24030,2813,UPI
299,ORD0005899,2026-05-08,West,Maharashtra,Bangalore,Electronics,Earbuds,Samsung,Customer_31025,2,57051,46253,-8545,UPI
300,ORD0005900,2026-01-09,North,Karnataka,Hyderabad,Accessories,Printer,HP,Customer_46760,4,92355,32770,9448,Card
301,ORD0005901,2026-03-08,West,Maharashtra,Warangal,Accessories,"Smart TV",Samsung,Customer_8786,1,73087,27208,-24233,Card
302,ORD0005902,2026-01-19,East,Telangana,Bangalore,"Office Devices",AC,Sony,Customer_6388,2,92201,59466,38842,UPI
303,ORD0005903,2026-06-11,East,Telangana,"New Delhi",Electronics,AC,Samsung,Customer_19754,1,65867,39692,4787,Cash
304,ORD0005904,2026-06-15,East,Karnataka,Mumbai,"Home Appliances",Earbuds,HP,Customer_11870,3,61344,29796,19209,Cash
305,ORD0005905,2026-04-14,East,Delhi,Pune,Electronics,Printer,HP,Customer_8452,4,31614,47070,-10924,Cash
306,ORD0005906,2026-02-12,West,Telangana,Mumbai,"Home Appliances",Tablet,HP,Customer_38716,4,53883,67188,-35676,UPI
307,ORD0005907,2026-01-07,South,Maharashtra,Warangal,Accessories,Tablet,Apple,Customer_13538,4,75596,37226,22861,Cash
308,ORD0005908,2026-03-22,North,Telangana,Bangalore,Electronics,Mobile,Samsung,Customer_45095,4,73964,35677,33161,Cash
309,ORD0005909,2026-05-06,East,Telangana,Hyderabad,"Office Devices",Laptop,HP,Customer_45143,4,25576,19890,-23981,Cash
310,ORD0005910,2026-03-26,East,Telangana,Bangalore,"Office Devices",Laptop,Apple,Customer_17580,2,81665,60522,35726,Cash
311,ORD0005911,2026-04-24,West,Delhi,Mumbai,Accessories,Tablet,Apple,Customer_15019,2,21356,71034,37001,Card
312,ORD0005912,2026-01-25,East,Delhi,Warangal,Electronics,Laptop,HP,Customer_9293,5,20662,33110,12767,Cash
313,ORD0005913,2026-01-18,South,Telangana,Pune,Electronics,Printer,Sony,Customer_36472,1,69981,53158,-7758,Cash
314,ORD0005914,2026-01-11,West,Maharashtra,Mumbai,Accessories,Mobile,HP,Customer_49865,3,34938,52587,-8103,Cash
315,ORD0005915,2026-01-01,North,Karnataka,Warangal,"Office Devices","Power Bank",Sony,Customer_47096,2,64972,73680,16254,UPI
316,ORD0005916,2026-05-23,West,Karnataka,"New Delhi",Electronics,Tablet,Sony,Customer_1675,2,35467,26425,17420,Cash
317,ORD0005917,2026-05-21,East,Telangana,Bangalore,"Home Appliances",Printer,Sony,Customer_8132,1,79100,48467,39413,Cash
318,ORD0005918,2026-04-17,North,Maharashtra,"New Delhi",Accessories,"Smart TV",Apple,Customer_26985,1,37195,49454,-1442,Card
319,ORD0005919,2026-04-20,East,Delhi,Mumbai,"Home Appliances",Laptop,Apple,Customer_19344,4,33758,66616,47048,Card
320,ORD0005920,2026-06-01,South,Delhi,Hyderabad,"Home Appliances",Printer,HP,Customer_1053,3,75503,63884,53341,Card
321,ORD0005921,2026-03-31,West,Delhi,Hyderabad,"Office Devices",Tablet,Apple,Customer_3594,2,35824,23456,5882,Card
322,ORD0005922,2026-02-18,North,Delhi,"New Delhi","Office Devices",Mobile,Apple,Customer_2090,5,55882,44896,2624,UPI
323,ORD0005923,2026-06-22,West,Telangana,Warangal,"Office Devices",Mobile,Sony,Customer_14951,4,34737,19340,20033,UPI
324,ORD0005924,2026-01-16,North,Telangana,Warangal,Electronics,"Smart TV",Sony,Customer_29471,1,67815,61132,-47891,Card
325,ORD0005925,2026-01-24,East,Delhi,Warangal,"Office Devices","Smart TV",HP,Customer_11632,1,57087,28263,7598,Card
326,ORD0005926,2026-02-21,South,Karnataka,"New Delhi",Electronics,AC,Apple,Customer_29862,2,55400,43317,-37150,Card
327,ORD0005927,2026-06-15,West,Maharashtra,Pune,"Home Appliances",AC,Apple,Customer_48932,3,32681,47155,-3428,Card
328,ORD0005928,2026-01-03,West,Maharashtra,"New Delhi","Home Appliances","Smart TV",Apple,Customer_3614,1,59118,16284,48031,UPI
329,ORD0005929,2026-03-13,West,Karnataka,Mumbai,Accessories,Earbuds,Sony,Customer_280,4,83314,55331,28932,Card
330,ORD0005930,2026-03-08,East,Maharashtra,"New Delhi",Accessories,Printer,HP,Customer_10375,5,23058,38684,67076,UPI
331,ORD0005931,2026-04-10,East,Karnataka,Warangal,Electronics,Earbuds,Sony,Customer_21459,3,76618,59487,9954,UPI
332,ORD0005932,2026-04-11,West,Karnataka,"New Delhi","Home Appliances","Smart TV",Sony,Customer_35020,1,91733,68076,62966,UPI
333,ORD0005933,2026-02-15,West,Maharashtra,Mumbai,"Office Devices",Laptop,Sony,Customer_45367,1,67865,62963,-15551,Card
334,ORD0005934,2026-03-19,East,Maharashtra,Hyderabad,Electronics,Earbuds,Samsung,Customer_26483,2,92900,54368,2777,Cash
335,ORD0005935,2026-04-28,West,Maharashtra,Pune,Accessories,Tablet,Apple,Customer_16574,4,21602,32487,30083,Card
336,ORD0005936,2026-03-31,North,Karnataka,Warangal,Accessories,"Smart TV",Sony,Customer_12086,3,57218,15713,41106,Card
337,ORD0005937,2026-02-19,South,Maharashtra,Hyderabad,"Home Appliances","Smart TV",Samsung,Customer_21068,1,55539,62772,5689,Cash
338,ORD0005938,2026-01-08,South,Telangana,Pune,Electronics,"Smart TV",Sony,Customer_30270,4,94169,38374,-21511,UPI
339,ORD0005939,2026-01-20,South,Telangana,Hyderabad,Accessories,Tablet,HP,Customer_26597,3,22203,48821,4583,UPI
340,ORD0005940,2026-05-06,North,Karnataka,Hyderabad,Accessories,Printer,HP,Customer_23690,4,25015,28380,21211,Cash
341,ORD0005941,2026-03-03,West,Delhi,Mumbai,Accessories,"Power Bank",HP,Customer_40345,2,73984,58001,11008,Card
342,ORD0005942,2026-05-26,North,Maharashtra,"New Delhi","Office Devices",Earbuds,Apple,Customer_4297,5,21788,47620,19569,Cash
343,ORD0005943,2026-06-28,North,Telangana,Warangal,"Office Devices",Laptop,Apple,Customer_33045,4,77794,38342,23881,Cash
344,ORD0005944,2026-02-10,North,Delhi,Bangalore,"Home Appliances",Laptop,HP,Customer_49426,1,53677,67374,-40236,Cash
345,ORD0005945,2026-01-08,East,Delhi,"New Delhi",Electronics,Earbuds,Samsung,Customer_6761,3,63585,72225,-32886,Card
346,ORD0005946,2026-05-28,South,Telangana,"New Delhi",Accessories,Printer,HP,Customer_16540,5,57824,56092,-53029,UPI
347,ORD0005947,2026-03-07,South,Telangana,"New Delhi","Office Devices","Smart TV",Sony,Customer_26537,2,47240,47573,10277,Cash
348,ORD0005948,2026-06-29,West,Karnataka,Hyderabad,"Office Devices","Smart TV",Samsung,Customer_49670,3,96957,17673,-1086,UPI
349,ORD0005949,2026-01-11,South,Telangana,"New Delhi","Office Devices",Laptop,Sony,Customer_11569,3,84373,46443,-6044,UPI
350,ORD0005950,2026-01-02,East,Delhi,Warangal,"Home Appliances",AC,Apple,Customer_20892,5,74771,42615,-26583,Card
351,ORD0005951,2026-01-23,South,Maharashtra,Mumbai,Electronics,"Smart TV",HP,Customer_22899,4,31854,52656,25397,UPI
352,ORD0005952,2026-03-25,East,Maharashtra,Bangalore,Accessories,Tablet,HP,Customer_1825,2,64657,62425,26232,Cash
353,ORD0005953,2026-02-04,South,Maharashtra,Warangal,"Office Devices","Power Bank",HP,Customer_7595,5,36017,27452,6202,Card
354,ORD0005954,2026-05-29,West,Maharashtra,Hyderabad,"Office Devices",Printer,Samsung,Customer_29414,4,38217,59583,-48317,Card
355,ORD0005955,2026-01-02,North,Delhi,Warangal,Accessories,Printer,Apple,Customer_49043,4,40816,37761,-12267,UPI
356,ORD0005956,2026-06-29,North,Delhi,Pune,"Office Devices",Printer,Samsung,Customer_13768,2,24916,25482,4822,Card
357,ORD0005957,2026-06-19,South,Maharashtra,Warangal,"Home Appliances","Power Bank",Samsung,Customer_16032,1,70355,62540,-48528,UPI
358,ORD0005958,2026-05-03,South,Delhi,Mumbai,"Office Devices",Mobile,Apple,Customer_14820,1,51504,62951,29653,UPI
359,ORD0005959,2026-04-25,North,Delhi,Warangal,Accessories,Printer,Apple,Customer_20522,3,71799,45611,22973,UPI
360,ORD0005960,2026-01-24,North,Delhi,Hyderabad,"Office Devices",Earbuds,Samsung,Customer_11161,1,60333,39993,14515,Cash
361,ORD0005961,2026-05-04,West,Maharashtra,Mumbai,Accessories,Printer,HP,Customer_36541,5,90225,71812,-26765,Cash
362,ORD0005962,2026-01-17,North,Delhi,"New Delhi",Accessories,AC,HP,Customer_29768,3,61099,26328,10368,Cash
363,ORD0005963,2026-05-25,East,Karnataka,Pune,"Office Devices",Laptop,Samsung,Customer_12828,3,82140,36356,30198,Card
364,ORD0005964,2026-02-06,North,Telangana,Hyderabad,"Home Appliances",Laptop,Samsung,Customer_26344,4,56131,41329,19365,UPI
365,ORD0005965,2026-05-18,South,Maharashtra,Bangalore,"Home Appliances",AC,Apple,Customer_46216,1,21801,53115,-24582,UPI
366,ORD0005966,2026-03-15,North,Delhi,Pune,"Home Appliances",Printer,Apple,Customer_2618,5,65750,16319,-17791,Card
367,ORD0005967,2026-01-02,South,Telangana,Hyderabad,Electronics,Printer,HP,Customer_5671,1,83718,69022,-37657,UPI
368,ORD0005968,2026-02-15,North,Telangana,Hyderabad,Accessories,Printer,HP,Customer_10878,5,95605,73001,79386,Card
369,ORD0005969,2026-01-07,East,Delhi,"New Delhi",Electronics,AC,Apple,Customer_8012,1,30661,32877,-21162,Card
370,ORD0005970,2026-06-08,East,Delhi,Bangalore,"Home Appliances","Smart TV",HP,Customer_23847,4,80179,66081,-21771,Cash
371,ORD0005971,2026-05-28,North,Maharashtra,Mumbai,Accessories,"Smart TV",Samsung,Customer_14178,3,45499,32522,6691,UPI
372,ORD0005972,2026-04-19,East,Maharashtra,"New Delhi",Accessories,Mobile,Samsung,Customer_11761,1,43067,65716,17649,Cash
373,ORD0005973,2026-04-08,East,Delhi,Pune,Accessories,Printer,Sony,Customer_17762,5,91277,43849,50681,UPI
374,ORD0005974,2026-05-12,South,Delhi,"New Delhi","Office Devices",AC,Apple,Customer_19843,5,54479,37920,-1990,UPI
375,ORD0005975,2026-03-15,West,Karnataka,Warangal,"Home Appliances",Printer,Apple,Customer_37107,3,63274,17653,1326,Card
376,ORD0005976,2026-06-16,South,Delhi,"New Delhi",Electronics,"Power Bank",HP,Customer_34421,2,45060,59350,31714,Card
377,ORD0005977,2026-01-08,West,Maharashtra,Warangal,"Home Appliances",Mobile,Sony,Customer_45389,5,22444,33022,28811,Card
378,ORD0005978,2026-01-27,South,Karnataka,Warangal,Electronics,Tablet,HP,Customer_22864,1,67716,39076,-30518,UPI
379,ORD0005979,2026-01-25,North,Maharashtra,Warangal,Accessories,"Smart TV",Apple,Customer_37755,1,91942,38859,12682,Card
380,ORD0005980,2026-03-04,North,Telangana,Warangal,"Home Appliances",Tablet,HP,Customer_29242,5,66193,32272,21242,Cash
381,ORD0005981,2026-02-02,South,Karnataka,Mumbai,"Home Appliances","Smart TV",Apple,Customer_44824,2,29536,45651,-6304,Card
382,ORD0005982,2026-06-23,East,Telangana,"New Delhi",Electronics,Laptop,Apple,Customer_9433,4,26594,28384,34169,UPI
383,ORD0005983,2026-05-15,North,Telangana,Mumbai,Accessories,"Power Bank",Samsung,Customer_15419,1,51595,61958,45637,Cash
384,ORD0005984,2026-04-08,East,Maharashtra,Pune,"Home Appliances",Mobile,HP,Customer_5149,5,73291,35740,26633,UPI
385,ORD0005985,2026-04-06,South,Maharashtra,"New Delhi",Electronics,AC,HP,Customer_32605,1,73678,73712,47592,UPI
386,ORD0005986,2026-06-28,East,Maharashtra,Pune,Electronics,Printer,Sony,Customer_39689,2,37211,22069,58601,UPI
387,ORD0005987,2026-06-07,North,Karnataka,Bangalore,"Home Appliances",Tablet,HP,Customer_31020,5,82344,21732,-23885,Cash
388,ORD0005988,2026-05-22,North,Delhi,Hyderabad,Accessories,Mobile,Samsung,Customer_26600,3,64102,43081,58261,Cash
389,ORD0005989,2026-02-25,North,Maharashtra,Hyderabad,"Home Appliances",Tablet,Samsung,Customer_38066,5,79908,34475,-19375,Card
390,ORD0005990,2026-03-01,North,Telangana,Mumbai,Accessories,Tablet,Apple,Customer_33728,5,95759,60151,57691,UPI
391,ORD0005991,2026-06-10,North,Delhi,Mumbai,Accessories,Laptop,Apple,Customer_42956,3,52838,30582,-23008,Card
392,ORD0005992,2026-02-11,North,Karnataka,Pune,Electronics,"Power Bank",Apple,Customer_35748,1,31000,46085,-885,Cash
393,ORD0005993,2026-05-08,South,Karnataka,"New Delhi","Office Devices",Printer,HP,Customer_11151,3,83230,43572,-31468,Cash
394,ORD0005994,2026-04-03,North,Telangana,Warangal,"Office Devices",Tablet,Apple,Customer_41226,4,21455,74755,40758,Card
395,ORD0005995,2026-01-27,West,Telangana,Warangal,Electronics,"Smart TV",Samsung,Customer_21916,1,24585,18794,-15342,Cash
396,ORD0005996,2026-04-05,East,Telangana,Hyderabad,Electronics,AC,HP,Customer_24950,3,69018,62868,-4575,Card
397,ORD0005997,2026-05-02,North,Maharashtra,"New Delhi",Electronics,Tablet,Samsung,Customer_32823,2,57225,42944,63621,Card
398,ORD0005998,2026-06-07,East,Telangana,Warangal,"Home Appliances","Smart TV",HP,Customer_6757,1,47624,31562,-21063,Card
399,ORD0005999,2026-03-30,South,Karnataka,Hyderabad,Electronics,Mobile,Apple,Customer_31410,1,65519,49367,13572,UPI
400,ORD0006000,2026-01-20,East,Karnataka,Bangalore,Electronics,Mobile,Apple,Customer_21075,3,62124,72487,11050,Cash
401,ORD0006001,2026-05-26,South,Maharashtra,"New Delhi","Home Appliances",Tablet,HP,Customer_8068,5,81663,33061,16785,UPI
402,ORD0006002,2026-03-21,South,Delhi,Hyderabad,"Office Devices",Mobile,Samsung,Customer_14724,2,75967,47886,22468,UPI
403,ORD0006003,2026-05-23,North,Telangana,Bangalore,"Office Devices",Mobile,Apple,Customer_11020,3,44327,59478,23698,Card
404,ORD0006004,2026-04-06,West,Karnataka,"New Delhi",Electronics,Mobile,HP,Customer_20097,2,90807,61255,-20081,UPI
405,ORD0006005,2026-01-10,East,Delhi,Warangal,"Home Appliances",AC,Samsung,Customer_15088,2,77055,50691,48433,Card
406,ORD0006006,2026-01-07,East,Telangana,Pune,Electronics,Laptop,HP,Customer_16935,4,36513,20912,70575,UPI
407,ORD0006007,2026-03-27,South,Karnataka,Mumbai,Electronics,Mobile,HP,Customer_20990,2,44768,51398,-28762,Cash
408,ORD0006008,2026-06-07,East,Karnataka,Bangalore,Electronics,AC,HP,Customer_1895,2,78465,47842,43750,UPI
409,ORD0006009,2026-04-18,West,Maharashtra,Warangal,"Office Devices",Tablet,Sony,Customer_36465,5,61399,60854,23447,Card
410,ORD0006010,2026-01-16,South,Telangana,"New Delhi",Electronics,AC,Sony,Customer_11479,4,36330,56092,69637,Card
411,ORD0006011,2026-06-18,East,Delhi,Hyderabad,Accessories,"Power Bank",Sony,Customer_42868,3,59334,28209,26963,Card
412,ORD0006012,2026-06-14,South,Telangana,Mumbai,Accessories,"Power Bank",Samsung,Customer_45203,2,86123,27569,37792,Card
413,ORD0006013,2026-01-21,West,Karnataka,Warangal,Accessories,Earbuds,Samsung,Customer_44357,3,45436,63128,-43123,Cash
414,ORD0006014,2026-03-24,West,Delhi,Bangalore,"Office Devices",Printer,Apple,Customer_41189,1,84133,65671,37136,Cash
415,ORD0006015,2026-06-18,West,Delhi,"New Delhi","Home Appliances",Laptop,Samsung,Customer_15943,4,40336,35673,35793,UPI
416,ORD0006016,2026-03-26,North,Telangana,"New Delhi","Home Appliances","Power Bank",HP,Customer_3141,3,32836,38575,29414,UPI
